PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,Runner1st,Runner2nd,Runner3rd,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2/27/25,06:34.3,1,1,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Klingenbeck, Kory",1000138494,Left,CIN_BEA,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,89.95218,-2.448972,-3.351735,2397.824152,214.788914,1:15,5.45517,1.40213,6.79474,-16.18174,17.30729,11.26871,1.86627,-0.72152,82.17185,-5.575367,-1.298714,0.416507,,,,,,,,,,,,-6.95166,10.21146,-1.1886,50,5.28972,7.23203,-130.56187,-5.98128,-11.97458,28.02003,-14.58427,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,a2d5b590-f578-11ef-a0cb-f1c501651ca3,90.49646,,,7.78033,,,,,,,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,06:34.3,2025-02-27T18:06:34.3120384-08:00,2025-02-28T02:06:34.3120384Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,6595be53-06ea-47c6-bed4-9a62aa8ea30b,53.70473,-131.35454,14.01002,5.45309,-5.56869,-7.29213,-1.39798,7.57078,-5.98729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2/27/25,06:49.3,1,2,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Klingenbeck, Kory",1000138494,Left,CIN_BEA,Undefined,1,Top,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,91.12895,-3.087605,-2.822661,2497.495005,209.981963,1:00,5.4951,1.47027,6.56738,-12.84075,20.18647,11.00398,1.58848,-0.20234,82.95869,-5.598681,-0.825374,0.413625,,,,,,,,,,,,-6.61827,11.84985,-1.28037,50,5.27659,6.08663,-132.17162,-7.4232,-11.64771,29.51266,-11.31915,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,abdea2f0-f578-11ef-a0cb-f1c501651ca3,91.12698,,,8.17026,,,,,,,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,06:49.3,2025-02-27T18:06:49.3404672-08:00,2025-02-28T02:06:49.3404672Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,e702f4cb-3b61-4ee7-a244-538dc4776c91,53.9313,-133.04655,14.75633,5.49168,-7.08763,-5.65958,-1.46594,6.43193,-5.82386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2/27/25,07:05.2,1,3,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Klingenbeck, Kory",1000138494,Left,CIN_BEA,Undefined,1,Top,0,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,75.51778,0.073342,-0.261642,2764.739066,15.984485,6:30,5.34701,1.48384,5.96598,-67.81826,-18.50029,-5.76713,-0.2365,0.76066,69.48625,-12.280825,-1.304587,0.505445,,,,,,,,,,,,2.91788,-9.27296,-1.45977,50,5.31442,0.69872,-109.78499,-1.94452,3.50716,22.18705,-43.31972,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,b5445650-f578-11ef-a0cb-f1c501651ca3,74.57275,,,6.03152,,,,,,,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,07:05.2,2025-02-27T18:07:05.1675136-08:00,2025-02-28T02:07:05.1675136Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,0b74b0d1-5450-48d5-ac00-0efa7280d4d9,54.53845,-110.69839,11.09353,5.35777,-0.16113,-21.65986,-1.48556,0.55433,1.75358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2/27/25,07:27.9,1,4,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Klingenbeck, Kory",1000138494,Left,CIN_BEA,Undefined,1,Top,0,1,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,0,0,0,,79.89204,1.183336,-1.287664,2763.299856,17.923429,6:30,5.34356,1.60197,6.08993,-50.99093,-7.48386,-2.8613,2.18937,0.17221,73.3317,-8.202219,-1.803844,0.474735,,,,,,,,,,,,1.10441,-3.78898,-1.50121,50,5.4081,2.7153,-116.1138,0.77353,1.50203,22.51547,-37.32718,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,c2d38f20-f578-11ef-a0cb-f1c501651ca3,79.39679,,,6.56034,,,,,,,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,07:27.9,2025-02-27T18:07:27.9330000-08:00,2025-02-28T02:07:27.9330000Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,69d3e7b7-a312-4b67-b7d8-5a9a6bf7b011,54.41099,-116.966,11.25773,5.35209,2.18635,-18.66359,-1.60291,2.65844,0.75102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.298,2.60923,1.451418,1.157813,0.25305,2.01927,-0.13545,-1.32943,4.03413,0.39288,80.11678,0.56056,-44.66171,-1.29372,76.36047,-5.27051,4.07811,14.48228,-15.19774,0.358,-43.77876,4.27541,High,High,High,,,High,High,High
5,2/27/25,07:56.1,2,1,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Natili, Jackson",1000091481,Right,CIN_BEA,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,89.36341,-1.393962,-3.043125,2347.240038,190.108243,12:15,5.42388,1.42879,6.69451,-16.3295,17.7871,2.97106,2.7863,-1.10909,81.37811,-4.55337,-2.503028,0.420392,,,,,,,,,,,,-2.44819,10.11839,-1.22713,50,5.32406,6.78247,-129.72471,-3.54846,-4.15252,28.31131,-15.01157,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,d39a4c40-f578-11ef-a0cb-f1c501651ca3,89.66027,,,7.9853,,,,,,,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,07:56.0,2025-02-27T18:07:56.0501760-08:00,2025-02-28T02:07:56.0501760Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,ab3a89d6-0688-4ca9-89bf-5dedddab0319,53.80244,-130.55192,14.15565,5.42133,-3.10985,-7.50578,-1.42708,6.9038,-2.07626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2/27/25,08:10.3,2,2,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Natili, Jackson",1000091481,Right,CIN_BEA,Undefined,1,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,89.14224,-0.616674,-1.659353,2270.855458,193.02424,12:30,5.50869,1.36271,6.65287,-15.75458,18.56308,4.03079,3.63117,0.17954,80.97826,-3.6813,-0.925903,0.421629,,,,,,,,,,,,-2.60122,10.28024,-1.25244,50,5.4603,3.59546,-129.52656,-1.75771,-4.39121,28.64919,-14.81961,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,dc15edc0-f578-11ef-a0cb-f1c501651ca3,89.39723,,,8.16397,,,,,,,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,08:10.3,2025-02-27T18:08:10.3373824-08:00,2025-02-28T02:08:10.3373824Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,ee720151-5956-459a-ab0e-25a6fcacf61f,53.84346,-130.3739,14.32459,5.5058,-1.3194,-7.4098,-1.3607,3.72533,-2.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2/27/25,08:28.3,2,3,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Natili, Jackson",1000091481,Right,CIN_BEA,Undefined,1,Top,1,2,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,0,0,,89.33515,-1.616584,-1.540481,2336.078166,196.630107,12:30,5.51375,1.32166,6.91367,-15.53981,18.31804,5.13213,2.74571,0.34617,81.20177,-4.649569,-0.601683,0.418795,75.67423,47.344563,113.424945,4551.153709,,,,,19.42698,,,-3.20536,10.59036,-1.22661,50,5.40639,3.3065,-129.85559,-4.00817,-5.42978,29.20512,-14.23438,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,e6bd9700-f578-11ef-a0cb-f1c501651ca3,90.0022,25.47334,,8.13338,,,,1.58037,2.62043,-0.34719,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,08:28.3,2025-02-27T18:08:28.2660352-08:00,2025-02-28T02:08:28.2660352Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,2216ca78-bda0-41ac-8a76-86c2fd39e29f,53.58463,-130.65931,14.60256,5.51131,-3.61645,-7.11719,-1.31966,3.45592,-2.71489,,1.58015,-29.88859,2.60832,,,,,,,2.61937,81.67561,-16.54504,,,,,,,-0.33758,68.57581,-22.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
8,2/27/25,08:51.7,2,4,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Natili, Jackson",1000091481,Right,CIN_BEA,Undefined,1,Top,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,89.408,-3.006664,-3.138496,2400.401673,192.640635,12:30,5.40506,1.35587,6.70377,-15.14265,18.79521,3.97555,1.38749,-1.18526,81.99733,-5.927166,-2.415613,0.419289,,,,,,,,,,,,-2.95362,11.07422,-1.14873,50,5.19856,6.96346,-129.72448,-7.17649,-5.04223,26.67799,-13.26892,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,f4be5650-f578-11ef-a0cb-f1c501651ca3,89.8961,,,7.41067,,,,,,,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,08:51.7,2025-02-27T18:08:51.7336576-08:00,2025-02-28T02:08:51.7336576Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,6d99b4e0-ec31-423b-bc7c-7b534aebbde3,53.79454,-130.50249,13.33899,5.4022,-6.78952,-6.63446,-1.35395,7.11051,-2.52111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2/27/25,09:09.9,2,5,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Natili, Jackson",1000091481,Right,CIN_BEA,Undefined,1,Top,1,3,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,HomeRun,0,0,0,0,1,,89.5256,-2.706717,-1.651315,2379.483201,191.731046,12:30,5.46973,1.38449,6.71773,-13.42379,20.39474,4.00965,1.8741,0.2088,81.87945,-5.325644,-0.920726,0.418551,103.62652,20.655849,19.921506,4125.178673,100.60464,38.28855,44.48239,358.12748,337.54464,34.95584,4.160123,-2.59933,11.90461,-1.27674,50,5.28493,3.60241,-130.06919,-6.4453,-4.4468,27.63521,-11.80832,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,ff8b3ad0-f578-11ef-a0cb-f1c501651ca3,90.05449,53.66607,,7.64615,,,,1.78717,1.86151,-0.27664,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,09:09.9,2025-02-27T18:09:09.8673152-08:00,2025-02-28T02:09:09.8673152Z,LineDrive,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,5dd3e4ea-e23b-4de5-91ef-5ba314a3a73e,53.78169,-130.8702,13.81761,5.46678,-6.10304,-5.90416,-1.38302,3.7313,-2.2234,226.565773,1.78664,133.72182,-30.59922,7.30144,-1.71058,0.3897,-0.07488,0.00911,-0.00047,1.86201,53.59593,-14.19906,-0.1523,0.32922,-0.13212,0.03124,-0.00353,0.00013,-0.27686,48.45721,3.77152,-2.29225,0.74677,-0.18723,0.03521,-0.00409,0.00021,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
10,2/27/25,09:58.9,3,1,"Gregson, Niccolas",1000039282,Right,CSD_TRI,"Ford, Donavan",10075254,Right,CIN_BEA,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,89.24769,-2.244636,-3.451991,2251.574049,199.981583,12:45,5.40387,1.28514,6.70867,-16.61064,17.42706,5.94855,1.96277,-1.37886,81.79045,-5.438325,-2.370678,0.419906,,,,,,,,,,,,-4.07559,10.13945,-1.05806,50,5.24774,7.58854,-129.5265,-5.48982,-6.936,26.61046,-14.91841,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250227-UCSanDiego-1,1cc894d0-f579-11ef-a0cb-f1c501651ca3,89.76409,,,7.45724,,,,,,,32b57ad6-9c44-4399-a121-68a04b13b258,2/28/25,09:58.9,2025-02-27T18:09:58.8712960-08:00,2025-02-28T02:09:58.8712960Z,,v3,,471270,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,5afa081c-1342-409f-a8d6-a80c8dab6a71,53.78941,-130.30268,13.30523,5.40153,-5.05467,-7.45921,-1.28236,7.79085,-3.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
