PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,Runner1st,Runner2nd,Runner3rd,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2/18/25,07:44.8,1,1,"Villar, Jake",1000322719,Left,CSD_TRI,"Bates, Finley",814198,Right,SAN_AZT,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,85.7093,-0.10018,2.665588,2122.118765,134.858488,10:30,5.62415,-2.6376,5.23157,-28.55128,10.4456,-9.2626,3.15061,-0.90201,78.39767,-5.356101,1.025288,0.449455,,,,,,,,,,,,5.35992,5.61343,2.39924,50,5.59383,-5.38014,-124.29093,-1.23995,8.39555,24.60276,-23.38138,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,4f34a5e0-ee66-11ef-8e70-eff9880e989d,83.86257,,,7.31163,,,,,,,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,07:44.8,2025-02-18T18:07:44.7736832-08:00,2025-02-19T02:07:44.7736832Z,,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,461b00a7-e4a3-415b-a87e-c9c8a99a57de,55.26658,-125.32908,12.30138,5.62534,-0.25333,-11.69069,2.63374,-5.73441,4.19778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2/18/25,07:58.1,1,2,"Villar, Jake",1000322719,Left,CSD_TRI,"Bates, Finley",814198,Right,SAN_AZT,Undefined,1,Top,0,0,1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,77.65943,1.01615,3.110221,1562.043943,98.681066,9:15,5.18694,-2.85506,5.63446,-43.36561,4.00701,-15.36772,2.52268,-1.2311,70.38351,-6.986371,0.368189,0.495376,,,,,,,,,,,,8.71414,2.22685,2.60022,50,5.24607,-5.51595,-112.50439,0.61167,11.04086,22.59185,-29.35262,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,5736f8b0-ee66-11ef-8e70-eff9880e989d,76.08854,,,7.27592,,,,,,,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,07:58.1,2025-02-18T18:07:58.1099520-08:00,2025-02-19T02:07:58.1099520Z,,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,9533a76a-79d1-4c46-a474-ce7c4cc2bd80,54.8629,-113.4767,11.29593,5.19256,1.87495,-14.67631,2.84784,-5.99112,5.52043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2/18/25,08:14.4,1,3,"Villar, Jake",1000322719,Left,CSD_TRI,"Bates, Finley",814198,Right,SAN_AZT,Undefined,1,Top,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,80.45426,-0.228542,2.270126,2205.12296,271.386618,3:00,5.62377,-2.33962,4.39325,-45.08235,1.35382,12.79839,1.64857,0.89519,72.94822,-8.318473,4.503387,0.490456,,,,,,,,,,,,-5.52894,1.12693,2.0836,50,5.55501,-5.17863,-116.3616,-2.21477,-7.45198,25.28867,-30.65515,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,60ec52b0-ee66-11ef-8e70-eff9880e989d,76.85189,,,7.50605,,,,,,,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,08:14.4,2025-02-18T18:08:14.3760896-08:00,2025-02-19T02:08:14.3760896Z,,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,82b49187-4035-4122-aa21-23668920dc3a,56.10543,-117.68101,12.64433,5.62884,-0.61537,-15.32758,2.34365,-4.78983,-3.72599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2/18/25,08:29.3,1,4,"Villar, Jake",1000322719,Left,CSD_TRI,"Bates, Finley",814198,Right,SAN_AZT,Undefined,1,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,87.16992,0.083284,2.793063,2095.982827,146.399697,11:00,5.54733,-2.76157,5.30386,-24.34852,13.5145,-8.13437,3.59657,-0.81539,79.10683,-4.448619,1.351422,0.442873,,,,,,,,,,,,4.87335,7.11272,2.51383,50,5.53762,-5.79477,-126.29253,-0.65928,7.82818,27.02276,-20.74873,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,69b7e8f0-ee66-11ef-8e70-eff9880e989d,85.10898,,,8.06309,,,,,,,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,08:29.3,2025-02-18T18:08:29.3332480-08:00,2025-02-19T02:08:29.3332480Z,,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,cc557eed-77cd-4a95-8639-5d580bd11db7,55.19226,-127.39867,13.51138,5.54722,0.19004,-10.37436,2.75759,-6.11521,3.91409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2/18/25,08:43.9,1,5,"Villar, Jake",1000322719,Left,CSD_TRI,"Bates, Finley",814198,Right,SAN_AZT,Undefined,1,Top,0,2,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,0,0,0,1,0,,77.80038,0.340293,2.455837,1596.26088,108.163882,9:30,5.17581,-2.80037,5.47324,-41.68632,5.06181,-11.09075,2.02069,-1.42505,71.62542,-7.290739,0.480969,0.4921,57.12678,-84.211132,-138.431197,,,,,1.95285,2.03452,42.561166,0.024482,6.28496,2.86106,2.59244,50,5.17712,-4.42199,-112.943,-0.68519,8.14633,19.90352,-28.46563,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,727379a0-ee66-11ef-8e70-eff9880e989d,76.59504,2.05011,,6.17496,,,,1.59388,2.05011,1.45877,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,08:43.9,2025-02-18T18:08:43.9585280-08:00,2025-02-19T02:08:43.9585280Z,GroundBall,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,d11f8354-1247-420e-b5fc-67b1b86b6b37,55.0269,-113.82543,9.95176,5.17952,0.57684,-14.23282,2.7965,-4.78316,4.07316,,1.594,-6.35162,,,,,,,,2.05162,-83.74098,,,,,,,,1.45887,-5.63305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
6,2/18/25,09:21.2,2,1,"Villar, Jake",1000322719,Left,CSD_TRI,"Noonan, Nevan",805160,Right,SAN_AZT,Undefined,1,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,85.76233,0.628238,1.685532,2076.514291,144.090814,10:45,5.52534,-2.66297,5.12172,-28.02592,11.14678,-7.16134,3.78188,-1.67165,78.17293,-4.5386,0.419138,0.450467,,,,,,,,,,,,4.02453,5.74414,2.5103,50,5.56302,-3.3377,-124.36622,0.35094,6.29612,25.20155,-23.18766,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,889d9bc0-ee66-11ef-8e70-eff9880e989d,83.67412,,,7.5894,,,,,,,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,09:21.2,2025-02-18T18:09:21.2178944-08:00,2025-02-19T02:09:21.2178944Z,,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,c8bd2713-90fa-470f-95c8-ff5af64a5af9,55.37517,-125.45072,12.60077,5.52645,1.34877,-11.59383,2.65975,-3.60864,3.14806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2/18/25,09:36.4,2,2,"Villar, Jake",1000322719,Left,CSD_TRI,"Noonan, Nevan",805160,Right,SAN_AZT,Undefined,1,Top,1,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,78.28571,-0.032308,4.746752,1498.944338,128.492657,10:15,5.20996,-2.79769,5.30706,-35.93561,11.01851,-11.91473,2.1849,0.67535,71.48992,-6.634419,2.641519,0.493183,,,,,,,,,,,,7.34315,5.9704,2.37509,50,5.18111,-8.93475,-113.24724,-1.23192,9.51849,21.04078,-24.43498,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,91bf6850-ee66-11ef-8e70-eff9880e989d,76.42685,,,6.79578,,,,,,,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,09:36.4,2025-02-18T18:09:36.4320768-08:00,2025-02-19T02:09:36.4320768Z,,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,8949c23a-302e-45ee-85b6-8f008ca57061,55.19151,-114.20772,10.52039,5.21189,-0.1165,-12.21749,2.79287,-9.36926,4.75925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2/18/25,09:51.8,2,3,"Villar, Jake",1000322719,Left,CSD_TRI,"Noonan, Nevan",805160,Right,SAN_AZT,Undefined,1,Top,1,1,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,0,0,,78.2045,-0.9633,3.636141,1522.61233,131.881063,10:30,5.30389,-2.75518,5.10807,-37.72081,9.32705,-8.77142,1.25099,-0.0557,72.01342,-7.827535,2.087365,0.493675,,,,,,,,,,,,5.4028,5.29583,2.41948,50,5.18347,-6.8575,-113.32141,-3.18194,7.04736,20.10656,-25.2662,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,9ae6da30-ee66-11ef-8e70-eff9880e989d,76.35069,,,6.19108,,,,,,,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,09:51.8,2025-02-18T18:09:51.8223360-08:00,2025-02-19T02:09:51.8223360Z,,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,82e04151-cdff-46a2-a11f-b815b5a666b6,55.39224,-114.27415,10.05328,5.30588,-1.98472,-12.6331,2.75233,-7.19144,3.52368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2/18/25,10:14.4,2,4,"Villar, Jake",1000322719,Left,CSD_TRI,"Noonan, Nevan",805160,Right,SAN_AZT,Undefined,1,Top,1,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,0,0,,79.54345,0.938458,1.599607,2356.372637,279.325935,3:15,5.55579,-2.59213,4.65298,-48.30034,-1.28201,17.98139,2.42283,0.42651,72.05655,-7.773316,4.752616,0.49352,,,,,,,,,,,,-8.27697,-0.46142,2.41124,50,5.60793,-3.99888,-115.13271,0.05906,-10.92135,24.7589,-32.7829,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,a864ade0-ee66-11ef-8e70-eff9880e989d,76.37465,,,7.4869,,,,,,,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,10:14.4,2025-02-18T18:10:14.4262144-08:00,2025-02-19T02:10:14.4262144Z,,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,07881ad4-9c7b-469b-98ec-6945ac5309b3,55.84536,-116.38295,12.37945,5.56315,1.71448,-16.39145,2.59925,-3.44739,-5.46067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2/18/25,10:43.3,2,5,"Villar, Jake",1000322719,Left,CSD_TRI,"Noonan, Nevan",805160,Right,SAN_AZT,Undefined,1,Top,1,1,2,Slider,Slider,InPlay,Undefined,FlyBall,Out,0,0,0,1,0,,80.63961,1.516604,1.04469,2201.509737,294.820287,3:45,5.67104,-2.43663,4.55561,-49.36948,-3.77988,11.50138,3.001,-0.48373,73.3512,-7.359532,3.059266,0.485964,88.69332,24.618602,-6.61922,2358.535538,109.34176,45.3491,-12.01116,325.92199,320.13235,-5.42567,4.285759,-5.34024,-1.95732,2.31644,50,5.78185,-2.63279,-116.81214,1.17458,-7.30514,24.05028,-34.85157,CSD_TRI,SAN_AZT,UCSanDiego,D1,BW,20250218-UCSanDiego-1,b98ff930-ee66-11ef-8e70-eff9880e989d,77.56216,57.27289,,7.28841,,,,2.12279,2.99383,0.55032,0452466d-83cc-4f3b-aa55-4d090cd60eee,2/19/25,10:43.3,2025-02-18T18:10:43.2833024-08:00,2025-02-19T02:10:43.2833024Z,LineDrive,v3,,471432,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,42cfd926-6ff4-4f11-a3a6-bdb3c5be8191,55.94463,-118.02973,12.02514,5.67773,2.939,-17.42578,2.44036,-2.26296,-3.65257,177.064582,2.12326,117.45761,-20.56726,4.70162,-0.90172,0.15995,-0.03017,0.00461,-0.00031,2.99424,54.18009,-13.79587,-0.13332,0.31913,-0.17402,0.05722,-0.00936,0.00058,0.55055,-13.64055,1.8477,-0.02144,0.00148,-0.02322,0.00968,-0.00167,0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
