PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,Runner1st,Runner2nd,Runner3rd,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,3/21/25,05:57.4,1,1,"Dalquist, Matthew",801574,Right,CSD_TRI,"Champagne, Alex",811562,Left,LON_DIR,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,89.29492,-2.397205,-0.755441,2351.442227,203.77927,12:45,5.72644,1.18049,5.3238,-15.44804,20.90033,8.61973,2.18807,1.18986,80.46815,-5.35233,0.775401,0.433924,,,,,,,,,,,,-4.53831,11.60044,-1.11854,50,5.49896,1.30552,-129.28026,-5.86869,-7.57033,30.56466,-12.82344,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,d02ad5f0-06b9-11f0-a18f-93cdfb348b44,86.86412,,,8.82677,,,,,,,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,05:57.4,2025-03-21T18:05:57.4216192-07:00,2025-03-22T01:05:57.4216192Z,,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,e46851f1-90a8-43fa-be3f-091ad9cd6897,55.17116,-130.49711,15.28233,5.72244,-5.35816,-6.41172,-1.17652,1.60691,-3.78517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,3/21/25,06:12.1,1,2,"Dalquist, Matthew",801574,Right,CSD_TRI,"Champagne, Alex",811562,Left,LON_DIR,Undefined,1,Top,0,0,1,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,0,0,0,1,0,,77.84954,-0.10012,-1.38229,1708.960471,216.754682,1:15,5.35158,1.52104,5.61533,-37.96226,8.60162,5.32611,2.09459,0.67453,71.43461,-7.096637,-0.430753,0.491129,86.79425,28.333401,-10.542005,3900.24816,106.48429,50.86187,-27.5878,284.077,281.15305,-20.791062,4.21117,-3.10217,4.81122,-1.40659,50,5.31853,2.5279,-113.04361,-1.38667,-4.01194,20.71434,-25.95184,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,d924a820-06b9-11f0-a18f-93cdfb348b44,76.74644,60.28188,,6.41492,,,,1.88701,2.14907,-0.65695,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,06:12.1,2025-03-21T18:06:12.1476096-07:00,2025-03-22T01:06:12.1476096Z,FlyBall,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,5a64973e-af5f-45e8-aaf2-e3152b42b9f1,54.88353,-113.93496,10.35717,5.35417,-0.26994,-12.97592,-1.51908,2.70054,-2.00597,147.488224,1.88647,110.16929,-23.3675,5.65771,-1.35272,0.34077,-0.07492,0.01039,-0.00061,2.15012,60.39139,-16.90239,0.50447,0.24082,-0.16474,0.04888,-0.00679,0.00035,-0.65666,-20.50938,-3.16309,1.31318,-0.33912,0.06446,-0.00913,0.00086,-4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
3,3/21/25,06:53.4,2,1,"Dalquist, Matthew",801574,Right,CSD_TRI,"Cadena, Nathan",1000125191,Right,LON_DIR,Undefined,1,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,89.24632,-1.886998,-2.313528,2423.25438,202.568397,12:45,5.7174,0.97009,5.48935,-15.66454,20.63025,8.00556,2.64464,-0.52828,80.11928,-4.900703,-0.88903,0.433604,,,,,,,,,,,,-4.78866,11.39867,-0.77296,50,5.54195,4.85584,-129.16047,-4.70807,-7.94528,31.36958,-13.26147,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,f1aeda50-06b9-11f0-a18f-93cdfb348b44,86.92821,,,9.12704,,,,,,,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,06:53.4,2025-03-21T18:06:53.4148096-07:00,2025-03-22T01:06:53.4148096Z,,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,8dcc2f67-4ab9-48ea-bd76-ee6aa55a274b,55.00575,-130.37057,15.68479,5.71369,-4.19651,-6.63074,-0.96619,5.16233,-3.97264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,3/21/25,07:07.3,2,2,"Dalquist, Matthew",801574,Right,CSD_TRI,"Cadena, Nathan",1000125191,Right,LON_DIR,Undefined,1,Top,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,0,0,0,,84.53059,-0.754959,-1.919519,2461.049342,121.05107,10:00,5.61892,1.07586,4.93529,-33.34018,7.66898,-10.37619,2.12657,-1.60378,76.75277,-6.838294,-3.747885,0.460905,,,,,,,,,,,,4.52555,4.44339,-0.88011,50,5.5183,4.56996,-122.40728,-2.86139,6.78901,26.70269,-25.50832,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,f9ebec30-06b9-11f0-a18f-93cdfb348b44,81.77914,,,7.77782,,,,,,,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,07:07.3,2025-03-21T18:07:07.3402368-07:00,2025-03-22T01:07:07.3402368Z,,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,84dc8348-70bb-44ce-90d2-28ecb2bd202d,55.56119,-123.61448,13.35135,5.6216,-1.70819,-12.75416,-1.07978,4.26304,3.3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,3/21/25,07:21.2,2,3,"Dalquist, Matthew",801574,Right,CSD_TRI,"Cadena, Nathan",1000125191,Right,LON_DIR,Undefined,1,Top,1,1,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,0,0,,89.44774,-1.478074,-2.000263,2434.582216,198.144656,12:30,5.7447,1.01245,5.63491,-15.06698,20.63418,6.34429,3.10898,-0.32579,80.72798,-4.380526,-0.868058,0.430044,74.87477,18.556853,165.582466,2844.391801,,,,,45.69809,,,-3.86303,11.31544,-0.84655,50,5.60979,4.25121,-129.63898,-3.77377,-6.49049,30.31966,-13.16236,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,0248e220-06ba-11f0-a18f-93cdfb348b44,87.64792,15.18757,,8.71976,,,,1.57199,2.9704,0.22988,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,07:21.2,2025-03-21T18:07:21.2500480-07:00,2025-03-22T01:07:21.2500480Z,,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,0bbec3fe-3845-43ad-9793-01d8b4921352,54.86233,-130.77122,15.15983,5.74154,-3.28224,-6.58118,-1.00983,4.49359,-3.24525,275.148594,1.56615,-100.66729,10.05461,,,,,,,2.97985,34.68551,-19.46338,,,,,,,0.24686,25.44626,-11.79897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
6,3/21/25,07:40.1,2,4,"Dalquist, Matthew",801574,Right,CSD_TRI,"Cadena, Nathan",1000125191,Right,LON_DIR,Undefined,1,Top,1,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,0,0,,82.45628,0.166045,-0.711991,2373.764323,121.706971,10:00,5.56724,1.06763,4.93195,-37.9875,4.14713,-4.79733,2.55859,-0.00518,76.36763,-6.705024,-1.558454,0.467187,69.14941,7.49103,169.460874,2160.188622,,,,69.37195,46.15385,169.127214,0.732318,2.21626,2.33717,-0.99411,50,5.55164,1.69257,-119.79481,-1.07099,3.2553,20.80746,-28.7412,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,0d8466f0-06ba-11f0-a18f-93cdfb348b44,80.67949,4.32142,,6.08865,,,,1.8439,2.43154,-0.00259,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,07:40.1,2025-03-21T18:07:40.1028096-07:00,2025-03-22T01:07:40.1028096Z,GroundBall,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,83117b7f-1199-42f0-bcc8-6f82392d06b1,55.56876,-120.75818,10.40373,5.57042,0.25971,-14.3706,-1.06899,1.54185,1.62765,1.199366,1.85548,-99.06572,4.76254,,,,,,,2.45098,12.86709,-22.17529,,,,,,,-0.005,18.43553,-0.76028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
7,3/21/25,08:01.8,2,5,"Dalquist, Matthew",801574,Right,CSD_TRI,"Cadena, Nathan",1000125191,Right,LON_DIR,Undefined,1,Top,1,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,0,0,0,,85.2649,-0.416038,-1.753668,2520.552521,127.820056,10:15,5.62694,0.93598,5.02524,-33.78624,6.50839,-6.52485,2.41866,-1.26304,77.07768,-6.600959,-2.905765,0.456872,85.66563,42.808782,44.599113,5149.565506,68.39334,87.6599,86.15304,276.69028,125.59207,59.202969,5.257346,2.68949,3.75169,-0.76257,50,5.56031,4.07014,-123.47538,-2.15642,4.08796,28.13084,-26.47158,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,1a66bdf0-06ba-11f0-a18f-93cdfb348b44,82.50102,100.72832,,8.18722,,,,1.40926,2.60419,1.18416,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,08:01.8,2025-03-21T18:08:01.7641984-07:00,2025-03-22T01:08:01.7641984Z,FlyBall,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,95ba1a05-5eff-4690-a6ab-83278d0ea9ad,55.47207,-124.71582,14.06542,5.62966,-0.98914,-13.23579,-0.93807,3.88989,2.04398,,1.42056,65.40321,-20.13674,4.61278,-0.18515,-0.27576,0.0883,-0.01112,0.00052,2.59954,85.45358,-21.54975,1.57899,-0.09921,-0.07156,0.03447,-0.0059,0.00035,1.18657,64.66648,-7.22165,0.73595,0.2489,-0.16297,0.0413,-0.00504,0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
8,3/21/25,08:23.6,2,6,"Dalquist, Matthew",801574,Right,CSD_TRI,"Cadena, Nathan",1000125191,Right,LON_DIR,Undefined,1,Top,1,1,2,Fastball,Four-Seam,HitByPitch,Undefined,Undefined,Undefined,0,0,0,0,0,,89.09293,0.056683,0.073548,2444.160021,200.925142,12:45,5.69596,0.82812,5.61335,-14.72957,21.00954,7.58032,4.5214,1.52846,80.81779,-2.779179,1.426675,0.430272,,,,,,,,,,,,-3.85918,11.02434,-0.83958,50,5.69183,-0.49026,-129.33687,-0.29326,-6.49147,28.73075,-13.63022,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,2764da50-06ba-11f0-a18f-93cdfb348b44,87.60139,,,8.27514,,,,,,,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,08:23.6,2025-03-21T18:08:23.5758592-07:00,2025-03-22T01:08:23.5758592Z,,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,78028131-ea18-42f7-89ff-7d64285d37a7,54.88546,-130.4176,14.36538,5.69322,0.21946,-6.81511,-0.82573,-0.24608,-3.24574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,3/21/25,09:15.5,3,1,"Dalquist, Matthew",801574,Right,CSD_TRI,"Ashworth, Kyle",1000078273,Left,LON_DIR,Undefined,1,Top,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,1,0,0,0,0,,75.77057,1.34207,0.171621,2443.801188,38.000142,7:15,5.66716,1.08091,4.91861,-59.91688,-9.62001,-8.69103,1.94321,0.51892,70.037,-9.418123,-1.364194,0.510437,,,,,,,,,,,,4.36547,-4.73504,-1.08995,50,5.74731,0.01408,-110.03577,0.44667,5.36294,19.16066,-37.99099,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,4667d920-06ba-11f0-a18f-93cdfb348b44,73.84353,,,5.73357,,,,,,,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,09:15.5,2025-03-21T18:09:15.4824192-07:00,2025-03-22T01:09:15.4824192Z,,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,b5cf99e7-0b09-4c06-b8db-0e307692f2e3,55.5843,-111.00391,9.58033,5.67625,2.36626,-18.99549,-1.08381,-0.25689,2.68147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,3/21/25,09:36.2,3,2,"Dalquist, Matthew",801574,Right,CSD_TRI,"Ashworth, Kyle",1000078273,Left,LON_DIR,Undefined,1,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,1,0,0,0,0,,88.88571,-3.153533,-1.702836,2353.979191,210.49045,1:00,5.59886,1.08319,5.5801,-16.95103,19.02127,10.49268,1.23684,0.36679,81.1041,-6.355484,0.169268,0.431674,,,,,,,,,,,,-5.86146,10.93154,-0.94401,50,5.31665,3.38347,-128.83101,-7.62533,-9.81613,27.65232,-13.8671,CSD_TRI,LON_DIR,UCSanDiego,D1,BW,20250321-UCSanDiego-1,52a5b2c0-06ba-11f0-a18f-93cdfb348b44,87.31697,,,7.78161,,,,,,,19cd7a63-0f2e-46df-b10d-2b98fa2e6c08,3/22/25,09:36.2,2025-03-21T18:09:36.1655808-07:00,2025-03-22T01:09:36.1655808Z,,v3,,471255,,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,bbf1f7f6-7192-4ed7-8d32-a13416d447d6,54.91942,-129.88262,13.82616,5.59662,-7.09796,-6.93355,-1.07978,3.75678,-4.90806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
