Date,away_team,away_score,home_team,home_score,innings
4/26/2025,"CS Fullerton
 Titans",2,"UC Davis
 Aggies",0,9
4/26/2025,"UC Riverside
 Highlanders",1,"CS Sacramento
 Hornets",2,9
4/26/2025,"UC Irvine
 Anteaters",4,"Cal Poly
 Mustangs",0,9
4/26/2025,"CS Bakersfield
 Roadrunners",4,"Hawaii
 Rainbow Warriors",5,9
4/26/2025,"UC Santa Barbara
 Gauchos",7,"UC San Diego
 Tritons",6,9
4/26/2025,"CS Northridge
 Matadors",6,"Long Beach St
 49ers",0,9
4/27/2025,"CS Fullerton
 Titans",8,"UC Davis
 Aggies",5,9
4/27/2025,"UC Riverside
 Highlanders",6,"CS Sacramento
 Hornets",9,9
4/27/2025,"UC Irvine
 Anteaters",10,"Cal Poly
 Mustangs",8,9
4/27/2025,"CS Bakersfield
 Roadrunners",4,"Hawaii
 Rainbow Warriors",11,9
4/27/2025,"UC Santa Barbara
 Gauchos",8,"UC San Diego
 Tritons",10,9
4/27/2025,"CS Northridge
 Matadors",13,"Long Beach St
 49ers",12,9
4/28/2025,"UC Santa Barbara
 Gauchos",9,"San Diego
 Toreros",3,9
4/28/2025,"Cal Baptist
 Lancers",4,"UC Riverside
 Highlanders",6,9
4/29/2025,"UC Davis
 Aggies",6,"CS Sacramento
 Hornets",5,9
4/29/2025,"Long Beach St
 49ers",1,"Arizona St
 Sun Devils",11,9
4/29/2025,"CS Fullerton
 Titans",1,"UC Irvine
 Anteaters",5,9
4/29/2025,"USC
 Trojans",8,"CS Northridge
 Matadors",0,9
4/29/2025,"Cal Poly
 Mustangs",5,"Santa Clara
 Broncos",7,9
4/29/2025,"San Diego St
 Aztecs",6,"UC Riverside
 Highlanders",7,9
4/30/2025,"Long Beach St
 49ers",6,"Arizona St
 Sun Devils",17,9
5/2/2025,"UC Santa Barbara
 Gauchos",2,"CS Fullerton
 Titans",3,9
5/2/2025,"UC San Diego
 Tritons",19,"UC Irvine
 Anteaters",4,9
5/2/2025,"Cal Poly
 Mustangs",4,"CS Bakersfield
 Roadrunners",1,9
5/2/2025,"Oregon St
 Beavers",11,"Hawaii
 Rainbow Warriors",4,9
5/2/2025,"UC Davis
 Aggies",1,"Long Beach St
 49ers",0,9
5/2/2025,"UC Riverside
 Highlanders",0,"CS Northridge
 Matadors",11,9
5/3/2025,"UC Santa Barbara
 Gauchos",4,"CS Fullerton
 Titans",10,9
5/3/2025,"UC San Diego
 Tritons",4,"UC Irvine
 Anteaters",0,9
5/3/2025,"Cal Poly
 Mustangs",9,"CS Bakersfield
 Roadrunners",5,9
5/3/2025,"Oregon St
 Beavers",3,"Hawaii
 Rainbow Warriors",2,9
5/3/2025,"UC Davis
 Aggies",1,"Long Beach St
 49ers",4,9
5/3/2025,"UC Riverside
 Highlanders",3,"CS Northridge
 Matadors",1,9
5/4/2025,"UC Santa Barbara
 Gauchos",4,"CS Fullerton
 Titans",3,9
5/4/2025,"UC San Diego
 Tritons",4,"UC Irvine
 Anteaters",8,9
5/4/2025,"Cal Poly
 Mustangs",12,"CS Bakersfield
 Roadrunners",6,9
5/4/2025,"Oregon St
 Beavers",0,"Hawaii
 Rainbow Warriors",5,9
5/4/2025,"UC Davis
 Aggies",4,"Long Beach St
 49ers",5,9
5/4/2025,"UC Riverside
 Highlanders",4,"CS Northridge
 Matadors",7,9
5/5/2025,"Oregon St
 Beavers",7,"Hawaii
 Rainbow Warriors",3,9
5/6/2025,"CS Fullerton
 Titans",10,"San Diego
 Toreros",4,9
5/6/2025,"UC Irvine
 Anteaters",9,"Cal Baptist
 Lancers",8,9
5/6/2025,"USC
 Trojans",2,"UC Santa Barbara
 Gauchos",3,9
5/6/2025,"Pepperdine
 Waves",5,"Cal Poly
 Mustangs",12,9
5/6/2025,"CS Bakersfield
 Roadrunners",1,"Fresno St
 Bulldogs",17,9
5/6/2025,"UC Davis
 Aggies",3,"San Francisco
 Dons",10,9
5/6/2025,"UCLA
 Bruins",2,"Long Beach St
 49ers",4,9
5/6/2025,"CS Northridge
 Matadors",8,"San Diego St
 Aztecs",3,9
5/9/2025,"Hawaii
 Rainbow Warriors",8,"CS Fullerton
 Titans",7,9
5/9/2025,"UC Irvine
 Anteaters",14,"CS Bakersfield
 Roadrunners",11,9
5/9/2025,"Cal Poly
 Mustangs",17,"CS Northridge
 Matadors",1,9
5/9/2025,"UC Santa Barbara
 Gauchos",12,"Loy Marymount
 Lions",1,9
5/9/2025,"Long Beach St
 49ers",12,"UC Riverside
 Highlanders",4,9
5/9/2025,"UC Davis
 Aggies",9,"UC San Diego
 Tritons",8,9
5/10/2025,"Hawaii
 Rainbow Warriors",1,"CS Fullerton
 Titans",9,9
5/10/2025,"UC Irvine
 Anteaters",7,"CS Bakersfield
 Roadrunners",3,9
5/10/2025,"Cal Poly
 Mustangs",6,"CS Northridge
 Matadors",11,9
5/10/2025,"Loy Marymount
 Lions",5,"UC Santa Barbara
 Gauchos",8,9
5/10/2025,"Long Beach St
 49ers",6,"UC Riverside
 Highlanders",3,9
5/10/2025,"UC Davis
 Aggies",10,"UC San Diego
 Tritons",9,9
5/11/2025,"Hawaii
 Rainbow Warriors",10,"CS Fullerton
 Titans",2,9
5/11/2025,"UC Irvine
 Anteaters",5,"CS Bakersfield
 Roadrunners",3,9
5/11/2025,"Cal Poly
 Mustangs",10,"CS Northridge
 Matadors",9,9
5/11/2025,"Loy Marymount
 Lions",5,"UC Santa Barbara
 Gauchos",17,9
5/11/2025,"Long Beach St
 49ers",2,"UC Riverside
 Highlanders",0,9
5/11/2025,"UC Davis
 Aggies",0,"UC San Diego
 Tritons",23,9
5/13/2025,"Utah Tech
 Rebels",2,"UC Davis
 Aggies",6,9
5/13/2025,"Long Beach St
 49ers",7,"Cal Baptist
 Lancers",9,9
5/15/2025,"CS Fullerton
 Titans",9,"UC Irvine
 Anteaters",7,9
5/15/2025,"UC Riverside
 Highlanders",9,"Cal Poly
 Mustangs",14,9
5/15/2025,"CS Bakersfield
 Roadrunners",4,"UC Santa Barbara
 Gauchos",5,9
5/15/2025,"UC San Diego
 Tritons",3,"Hawaii
 Rainbow Warriors",6,9
5/15/2025,"Long Beach St
 49ers",1,"Oregon St
 Beavers",2,9
5/15/2025,"CS Northridge
 Matadors",3,"UC Davis
 Aggies",2,9
5/16/2025,"CS Fullerton
 Titans",4,"UC Irvine
 Anteaters",2,9
5/16/2025,"UC Riverside
 Highlanders",5,"Cal Poly
 Mustangs",6,9
5/16/2025,"CS Bakersfield
 Roadrunners",1,"UC Santa Barbara
 Gauchos",10,9
5/16/2025,"UC San Diego
 Tritons",12,"Hawaii
 Rainbow Warriors",6,9
5/16/2025,"Long Beach St
 49ers",8,"Oregon St
 Beavers",12,9
5/16/2025,"CS Northridge
 Matadors",3,"UC Davis
 Aggies",5,9
5/17/2025,"CS Fullerton
 Titans",10,"UC Irvine
 Anteaters",12,9
5/17/2025,"UC Riverside
 Highlanders",7,"Cal Poly
 Mustangs",16,9
5/17/2025,"CS Bakersfield
 Roadrunners",13,"UC Santa Barbara
 Gauchos",12,9
5/17/2025,"Long Beach St
 49ers",0,"Oregon St
 Beavers",13,9
5/17/2025,"CS Northridge
 Matadors",6,"UC Davis
 Aggies",10,9
5/18/2025,"UC San Diego
 Tritons",2,"Hawaii
 Rainbow Warriors",13,9
5/21/2025,"Hawaii
 Rainbow Warriors",6,"UC Santa Barbara
 Gauchos",2,9
5/22/2025,"Cal Poly
 Mustangs",7,"CS Fullerton
 Titans",2,9
5/22/2025,"Hawaii
 Rainbow Warriors",5,"UC Irvine
 Anteaters",7,9
5/23/2025,"Cal Poly
 Mustangs",3,"UC Irvine
 Anteaters",15,9
5/23/2025,"CS Fullerton
 Titans",4,"Hawaii
 Rainbow Warriors",16,9
5/24/2025,"Cal Poly
 Mustangs",2,"Hawaii
 Rainbow Warriors",1,9
5/24/2025,"Cal Poly
 Mustangs",15,"UC Irvine
 Anteaters",5,9
5/25/2025,"Cal Poly
 Mustangs",6,"UC Irvine
 Anteaters",4,9
5/30/2025,"Arizona
 Wildcats",3,"Cal Poly
 Mustangs",2,9
5/30/2025,"Arizona St
 Sun Devils",4,"UC Irvine
 Anteaters",2,9
5/31/2025,"Fresno St
 Bulldogs",3,"UC Irvine
 Anteaters",8,9
5/31/2025,"Oregon
 Ducks",8,"Cal Poly
 Mustangs",10,9
6/1/2025,"Utah Valley
 Wolverines",6,"Cal Poly
 Mustangs",7,9
6/1/2025,"Arizona St
 Sun Devils",6,"UC Irvine
 Anteaters",11,9
6/1/2025,"Arizona
 Wildcats",14,"Cal Poly
 Mustangs",0,9
6/1/2025,"UCLA
 Bruins",8,"UC Irvine
 Anteaters",5,9
5/20/2025,Utah Tech,6,"Cal Baptist
 Lancers",5,11
5/17/2025,Abilene Chr,7,"Cal Baptist
 Lancers",6,9
5/16/2025,Abilene Chr,12,"Cal Baptist
 Lancers",2,9
5/15/2025,Abilene Chr,8,"Cal Baptist
 Lancers",9,9
5/11/2025,"Cal Baptist
 Lancers",2,Seattle,6,9
5/10/2025,"Cal Baptist
 Lancers",4,Seattle,2,9
5/9/2025,"Cal Baptist
 Lancers",11,Seattle,4,9
5/4/2025,Tarleton St,3,"Cal Baptist
 Lancers",5,9
5/3/2025,Tarleton St,4,"Cal Baptist
 Lancers",15,9
5/2/2025,Tarleton St,2,"Cal Baptist
 Lancers",6,9
4/13/2025,Pacific,4,"Cal Baptist
 Lancers",12,9
4/12/2025,Pacific,9,"Cal Baptist
 Lancers",7,10
4/11/2025,Pacific,1,"Cal Baptist
 Lancers",5,9
4/8/2025,"Cal Baptist
 Lancers",10,San Diego St,4,9
4/6/2025,Grand Canyon,18,"Cal Baptist
 Lancers",13,9
4/5/2025,Grand Canyon,11,"Cal Baptist
 Lancers",5,9
4/4/2025,Grand Canyon,13,"Cal Baptist
 Lancers",2,9
3/31/2025,UNLV,3,"Cal Baptist
 Lancers",19,9
3/30/2025,"Cal Baptist
 Lancers",6,UT Arlington,3,9
3/29/2025,"Cal Baptist
 Lancers",7,UT Arlington,6,9
3/28/2025,"Cal Baptist
 Lancers",6,UT Arlington,7,9
3/23/2025,Utah Tech,10,"Cal Baptist
 Lancers",2,9
3/22/2025,Utah Tech,8,"Cal Baptist
 Lancers",7,9
3/21/2025,Utah Tech,2,"Cal Baptist
 Lancers",3,9
3/18/2025,San Diego St,13,"Cal Baptist
 Lancers",3,9
3/16/2025,"Cal Baptist
 Lancers",4,Rutgers,1,9
3/15/2025,"Cal Baptist
 Lancers",0,Rutgers,5,9
3/14/2025,"Cal Baptist
 Lancers",10,Rutgers,4,9
3/11/2025,San Francisco,11,"Cal Baptist
 Lancers",11,9
3/9/2025,Air Force,4,"Cal Baptist
 Lancers",4,9
3/8/2025,Air Force,13,"Cal Baptist
 Lancers",13,9
3/7/2025,Air Force,10,"Cal Baptist
 Lancers",10,9
3/4/2025,Loy Marymount,3,"Cal Baptist
 Lancers",3,9
3/1/2025,Utah,3,"Cal Baptist
 Lancers",3,9
2/28/2025,Utah,5,"Cal Baptist
 Lancers",5,9
2/20/2025,Pepperdine,12,"Cal Baptist
 Lancers",12,9
2/17/2025,Portland,18,"Cal Baptist
 Lancers",18,9
2/16/2025,Portland,2,"Cal Baptist
 Lancers",2,9
2/15/2025,Portland,11,"Cal Baptist
 Lancers",11,9
2/14/2025,Portland,1,"Cal Baptist
 Lancers",1,9
5/23/2025,Abilene Chr,7,"CS Sacramento
 Hornets",0,9
5/22/2025,Grand Canyon,5,"CS Sacramento
 Hornets",7,9
5/17/2025,Utah Tech,6,"CS Sacramento
 Hornets",5,9
5/16/2025,Utah Tech,6,"CS Sacramento
 Hornets",3,9
5/15/2025,Utah Tech,5,"CS Sacramento
 Hornets",13,9
5/6/2025,Nevada,6,"CS Sacramento
 Hornets",4,9
5/4/2025,"CS Sacramento
 Hornets",2,Grand Canyon,9,9
5/3/2025,"CS Sacramento
 Hornets",14,Grand Canyon,4,9
5/2/2025,"CS Sacramento
 Hornets",15,Grand Canyon,5,9
4/29/2025,UC Davis,6,"CS Sacramento
 Hornets",5,9
4/28/2025,"CS Sacramento
 Hornets",1,Stanford,2,9
4/22/2025,"CS Sacramento
 Hornets",6,Nevada,12,9
4/15/2025,"CS Sacramento
 Hornets",8,UC Davis,2,9
4/13/2025,Seattle,2,"CS Sacramento
 Hornets",1,9
4/12/2025,Seattle,6,"CS Sacramento
 Hornets",7,9
4/11/2025,Seattle,4,"CS Sacramento
 Hornets",6,9
4/8/2025,"CS Sacramento
 Hornets",0,UC Davis,14,9
4/6/2025,"CS Sacramento
 Hornets",14,Abilene Chr,4,9
4/5/2025,"CS Sacramento
 Hornets",13,Abilene Chr,4,9
4/4/2025,"CS Sacramento
 Hornets",9,Abilene Chr,3,9
4/1/2025,California,6,"CS Sacramento
 Hornets",5,9
3/30/2025,"CS Sacramento
 Hornets",12,Tarleton St,14,9
3/29/2025,"CS Sacramento
 Hornets",3,Tarleton St,7,9
3/28/2025,"CS Sacramento
 Hornets",8,Tarleton St,4,9
3/25/2025,Fresno St,3,"CS Sacramento
 Hornets",4,9
3/23/2025,UT Arlington,6,"CS Sacramento
 Hornets",1,9
3/22/2025,UT Arlington,0,"CS Sacramento
 Hornets",1,9
3/21/2025,UT Arlington,3,"CS Sacramento
 Hornets",8,9
3/18/2025,"CS Sacramento
 Hornets",13,Pacific,3,9
3/15/2025,St Mary's CA,10,"CS Sacramento
 Hornets",3,9
3/15/2025,St Mary's CA,3,"CS Sacramento
 Hornets",4,9
3/11/2025,"CS Sacramento
 Hornets",2,Fresno St,3,9
3/10/2025,Nevada,8,"CS Sacramento
 Hornets",5,9
3/9/2025,"CS Sacramento
 Hornets",1,Pacific,0,9
3/8/2025,"CS Sacramento
 Hornets",5,Pacific,6,9
3/7/2025,"CS Sacramento
 Hornets",6,Pacific,5,9
3/1/2025,S Dakota St,12,"CS Sacramento
 Hornets",11,9
2/28/2025,S Dakota St,1,"CS Sacramento
 Hornets",4,9
2/27/2025,S Dakota St,5,"CS Sacramento
 Hornets",14,9
2/26/2025,S Dakota St,2,"CS Sacramento
 Hornets",14,9
2/22/2025,Ball St,13,"CS Sacramento
 Hornets",10,9
2/21/2025,Ball St,0,"CS Sacramento
 Hornets",2,9
2/21/2025,Ball St,5,"CS Sacramento
 Hornets",6,9
2/20/2025,Ball St,4,"CS Sacramento
 Hornets",3,9
2/17/2025,"CS Sacramento
 Hornets",19,San Francisco,11,9
2/16/2025,"CS Sacramento
 Hornets",7,San Francisco,15,9
2/15/2025,"CS Sacramento
 Hornets",5,San Francisco,8,9
2/14/2025,"CS Sacramento
 Hornets",4,San Francisco,3,9
5/31/2025,Arizona,14,"Utah Valley
 Wolverines",4,9
5/30/2025,Oregon,5,"Utah Valley
 Wolverines",6,9
5/24/2025,Abilene Chr,9,"Utah Valley
 Wolverines",11,9
5/22/2025,Abilene Chr,1,"Utah Valley
 Wolverines",3,9
5/21/2025,UT Arlington,7,"Utah Valley
 Wolverines",17,9
5/16/2025,"Utah Valley
 Wolverines",5,San Francisco,6,9
5/15/2025,"Utah Valley
 Wolverines",1,San Francisco,3,9
5/14/2025,"Utah Valley
 Wolverines",3,San Francisco,8,9
5/6/2025,"Utah Valley
 Wolverines",2,Utah,8,9
5/4/2025,"Utah Valley
 Wolverines",4,UT Arlington,7,9
5/3/2025,"Utah Valley
 Wolverines",6,UT Arlington,16,9
5/3/2025,"Utah Valley
 Wolverines",8,UT Arlington,14,9
4/22/2025,Utah,13,"Utah Valley
 Wolverines",5,9
4/21/2025,BYU,15,"Utah Valley
 Wolverines",7,9
4/19/2025,Tarleton St,12,"Utah Valley
 Wolverines",6,9
4/18/2025,Tarleton St,10,"Utah Valley
 Wolverines",7,9
4/17/2025,Tarleton St,2,"Utah Valley
 Wolverines",14,9
4/15/2025,"Utah Valley
 Wolverines",3,BYU,9,9
4/13/2025,"Utah Valley
 Wolverines",4,Grand Canyon,10,9
4/12/2025,"Utah Valley
 Wolverines",18,Grand Canyon,2,9
4/11/2025,"Utah Valley
 Wolverines",11,Grand Canyon,1,9
4/8/2025,"Utah Valley
 Wolverines",13,UNLV,1,9
4/7/2025,"Utah Valley
 Wolverines",11,UNLV,15,9
4/6/2025,"Utah Valley
 Wolverines",15,Utah Tech,0,9
4/5/2025,"Utah Valley
 Wolverines",6,Utah Tech,3,9
4/4/2025,"Utah Valley
 Wolverines",12,Utah Tech,3,9
3/30/2025,Abilene Chr,7,"Utah Valley
 Wolverines",2,9
3/29/2025,Abilene Chr,14,"Utah Valley
 Wolverines",18,9
3/28/2025,Abilene Chr,9,"Utah Valley
 Wolverines",7,9
3/24/2025,"Utah Valley
 Wolverines",11,Portland,2,9
3/23/2025,"Utah Valley
 Wolverines",10,Seattle,9,9
3/22/2025,"Utah Valley
 Wolverines",10,Seattle,14,9
3/21/2025,"Utah Valley
 Wolverines",14,Seattle,4,9
3/17/2025,Embry-Riddle AZ,1,"Utah Valley
 Wolverines",11,9
3/16/2025,Embry-Riddle AZ,1,"Utah Valley
 Wolverines",19,9
3/15/2025,Embry-Riddle AZ,4,"Utah Valley
 Wolverines",6,9
3/14/2025,Embry-Riddle AZ,3,"Utah Valley
 Wolverines",12,9
3/10/2025,"Utah Valley
 Wolverines",17,N Colorado,10,9
3/9/2025,"Utah Valley
 Wolverines",14,N Colorado,13,9
3/8/2025,"Utah Valley
 Wolverines",16,N Colorado,6,9
3/8/2025,"Utah Valley
 Wolverines",7,N Colorado,3,9
3/7/2025,"Utah Valley
 Wolverines",5,N Colorado,2,9
3/2/2025,UC Davis,7,"Utah Valley
 Wolverines",5,9
3/1/2025,UC Davis,6,"Utah Valley
 Wolverines",9,9
3/1/2025,UC Davis,3,"Utah Valley
 Wolverines",4,9
2/28/2025,UC Davis,22,"Utah Valley
 Wolverines",7,9
2/23/2025,"Utah Valley
 Wolverines",5,San Jose St,7,9
2/22/2025,"Utah Valley
 Wolverines",3,San Jose St,4,9
2/21/2025,"Utah Valley
 Wolverines",2,San Jose St,5,9
2/20/2025,"Utah Valley
 Wolverines",7,San Jose St,8,9
